dm,gpdm,gpmc,sgdm,zgrq,wsfxrq,ssrq,ssb,fxjg,fxsyl,xype,xype_jt,xype_ttm,fxszj_w,xgfxsl_w,lgzrsl_w,wxpssl_w,wsfxsl_w,hbbl,wxsgsx_w,wsfxsgsx,yjmz_y,mzze_y,mzje_y,ssgsfxfy_w,ssgsfxfl,lgzrfy_w,zrfl,fxfyhj_w,fxfl,cxjbjf_w,sjjyzf_w,flfy_w,xxplf_w,tzzsl,psdxsl,yjsgsl_w,yjrgbs,yxbjpsdxjs,yxbjtzzjs,yxsgpsdxjs,yxsgsl_w,yxsgzj_y,yxsghpbl,wxrgbs,yxsghs,yxsggs_w,zql,wsrgbs,fxfs,cxfs,zcxs,sjjg,zcpgjg,lssws,fxggrq,wxfxqsrq,wxfxjzrq,wsfxdjzj_y,wxpsdjzj_y,cxsrgyg_w,mz,sf,zjhxy_2012,zjhxy,windxy,zqlx,jys
603590.SH,603590,康辰药业,732590,2018-08-06,2018-08-14,2018-08-27,主板,24.34,22.99,34.12,34.26391304,31.22130435,4000,4000,0,400,3600,50,800,16000,9.736,9.736,8.91425937,8217.4063,8.440228328,0,0,8217.4063,8.440228328,6721.8868,801.8868,159.434,462.2642,2751,4989,3912370,9780.925,4973,4973,4937,3870920,9421.81928,0.01033346,9677.3,11917752,9386687.3,0.03835219,2607.4131,"网下询价,上网定价",余额包销,广发证券股份有限公司,广东正中珠江会计师事务所(特殊普通合伙),中京民信(北京)资产评估有限公司,上海市方达律师事务所,2018-08-13,2018-08-14,2018-08-14,22847.19689,,15.3487,1,北京,医药制造业,制造业-医药、生物制品-医药制造业,医疗保健--制药、生物科技与生命科学--制药--西药,A股,上海
601068.SH,601068,中铝国际,780068,2018-07-23,2018-08-21,2018-08-31,主板,3.45,31.86,10.42,10.38909091,10.01090909,29590.6667,29590.6667,0,2958.9667,26631.7,60,1800,88000,10.20878,10.20878001,9.795825012,4129.55,4.045096471,0,0,4129.55,4.045096471,2041.76,1150,273.55,473.58,2325,4028,7244280,2448.246545,3769,3769,3757,6757880,2331.4686,0.04378543,2283.8648,12190360,17946758.3,0.14839282,673.8871,"网下询价,上网定价",余额包销,"招商证券股份有限公司,中信证券股份有限公司",大信会计师事务所(特殊普通合伙),北京中锋资产评估有限责任公司,北京市嘉源律师事务所,2018-08-20,2018-08-21,2018-08-21,6191.631614,,62.6355,1,北京,土木工程建筑业,建筑业-土木工程建筑业,工业--资本货物--建筑与工程Ⅲ--建筑与工程,A股,上海
300724.SZ,300724,捷佳伟创,300724,2018-07-23,2018-08-01,2018-08-10,创业板,14.16,18.47,39.05,38.97565217,35.57478261,8000,8000,0,800,7200,50,300,32000,11.328,11.328,10.476036,8519.64,7.520868644,0,0,8519.64,7.520868644,6836.26,790,380,448,3453,5446,1633200,2041.5,5434,5434,5392,1617000,2289.672,0.04947434,2021.25,11212253,13443510.75,0.05355744,1867.1543,"网下询价,上网定价",余额包销,国信证券股份有限公司,天健会计师事务所(特殊普通合伙),天津华夏金信资产评估有限公司,北京市康达律师事务所,2018-07-31,2018-08-01,2018-08-01,19036.01122,,23.6352,1,广东省,专用设备制造业,制造业-机械、设备、仪表,信息技术--半导体与半导体生产设备--半导体产品与半导体设备--半导体设备,A股,深圳
603192.SH,603192,汇得科技,732192,2018-07-18,2018-08-16,2018-08-28,主板,19.6,22.99,21.97,21.9173913,19.9126087,2666.6667,2666.6667,0,266.5667,2400.1,50,400,10000,5.226667,5.226666732,4.789099732,4375.67,8.371817497,0,0,4375.67,8.371817497,3250,457.55,158.49,452.83,2296,4324,1728070,6482.692699,4278,4278,4267,1705270,3342.3292,0.01563194,6397.1606,11845048,7152405,0.03355654,2980.0446,"网下询价,上网定价",余额包销,东方花旗证券有限公司,立信会计师事务所(特殊普通合伙),银信资产评估有限公司,上海锦天城律师事务所,2018-08-15,2018-08-16,2018-08-16,14018.7138,,13.402,1,上海,化学原料及化学制品制造业,制造业-石油、化学、塑胶、塑料-化学原料及化学制品制造业,材料--材料Ⅱ--化工--特种化工,A股,上海
601606.SH,601606,长城军工,780606,2018-07-17,2018-07-25,2018-08-06,主板,3.33,22.93,23.75,23.89818182,23.41454545,14800,14800,0,1480,13320,60,2000,44000,4.9284,4.9284,4.553422572,3749.774284,7.608502321,0,0,3749.774284,7.608502321,2495.632,425,400,312,2349,4354,8698400,5877.297297,4347,4347,4319,8628400,2873.2572,0.01715266,5830,12861364,15244049.3,0.08737836,1144.45,"网下询价,上网定价",余额包销,东海证券股份有限公司,北京中证天通会计师事务所(特殊普通合伙),中水致远资产评估有限公司,北京市天元律师事务所,2018-07-24,2018-07-25,2018-07-25,5076.268417,,37.7897,1,安徽省,其他制造业,制造业-金属、非金属-金属制品业-其他金属制品业,工业--资本货物--航空航天与国防Ⅲ--航天航空与国防,A股,上海
603657.SH,603657,春光科技,732657,2018-07-10,2018-07-18,2018-07-30,主板,18.46,22.99,28.02,28.25954545,28.20227273,2400,2400,0,240,2160,50,600,9000,4.4304,4.4304,3.94999434,4804.056603,10.84339248,0,0,4804.056603,10.84339248,2880,759.433962,641.509434,509.433962,2369,4370,2612140,10883.91667,4367,4367,4347,2598840,4797.45864,0.00923489,10828.5,12414282,6974098.5,0.03097174,3228.7493,"网下询价,上网定价",余额包销,中信建投证券股份有限公司,天健会计师事务所(特殊普通合伙),坤元资产评估有限公司,国浩律师(集团)事务所有限公司,2018-07-17,2018-07-18,2018-07-18,12874.18583,,10.4734,1,浙江省,橡胶和塑料制品业,制造业-石油、化学、塑胶、塑料,可选消费--耐用消费品与服装--家庭耐用消费品--家用电器,A股,上海
601869.SH,601869,长飞光纤,780869,2018-07-02,2018-07-10,2018-07-20,主板,26.71,16.38,32.9,33.36545455,33.01454545,7579.051,7579.051,0,757.851,6821.2,60,1000,22000,20.243645,20.24364522,18.94337222,13002.73,6.423116913,0,0,13002.73,6.423116913,12110.91,174.81,93.26,424.53,2458,4419,4272940,5638.232317,4413,4413,4370,4223940,11282.14374,0.0179418,5573.5758,12710405,11662663.8,0.0584875,1709.7672,"网下询价,上网定价",余额包销,"中国国际金融股份有限公司,高盛高华证券有限责任公司,平安证券股份有限公司",毕马威华振会计师事务所(特殊普通合伙),湖北众联资产评估有限公司,北京市通商律师事务所,2018-07-09,2018-07-10,2018-07-10,31150.97501,,29.5694,1,湖北省,计算机、通信和其他电子设备制造业,信息技术业-计算机及相关设备制造业,信息技术--技术硬件与设备--通信设备Ⅲ--通信设备,A股,上海
002932.SZ,002932,明德生物,002932,2018-06-27,2018-06-29,2018-07-10,中小企业板,20.45,22.99,37.78,37.53217391,34.29565217,1664.6287,1664.6287,0,,1664.6,0,,16500,3.404166,3.404165692,3.126461692,2777.04,8.157769779,0,0,2777.04,8.157769779,1941.04,264.15,183.02,366.04,,,,,,,,,,,,13480245,11454583.2,0.01453217,6881.2827,上网定价,余额包销,国金证券股份有限公司,中勤万信会计师事务所(特殊普通合伙),同致信德(北京)资产评估有限公司,北京市大成律师事务所,2018-06-28,,,23424.62264,,5.6141,1,湖北省,医药制造业,制造业-医药、生物制品-生物制品业-其他生物制品业,医疗保健--制药、生物科技与生命科学--生物科技Ⅲ--生物科技,A股,深圳
603713.SH,603713,密尔克卫,732713,2018-06-25,2018-07-04,2018-07-13,主板,11.27,20.53,20.55,20.71136364,20.01227273,3812,3812,0,381.2,3430.8,50.3358,500,15000,4.296124,4.296124,3.89178,4043.44,9.411832619,0,0,4043.44,9.411832619,2641.51,500,410.38,491.55,2616,4984,2491500,6535.93914,4484,4484,4469,2229500,2512.6465,0.017098,5848.6359,12549274,9588332.6,0.03578099,2794.7804,"网下询价,上网定价",余额包销,中德证券有限责任公司,天职国际会计师事务所(特殊普通合伙),沃克森(北京)国际资产评估有限公司,国浩律师(集团)事务所有限公司,2018-07-03,2018-07-04,2018-07-04,10806.05084,,13.9984,1,上海,装卸搬运和其他运输代理,交通运输、仓储业-交通运输辅助业-装卸搬运业,工业--运输--航空货运与物流Ⅲ--航空货运与物流,A股,上海
603706.SH,603706,东方环宇,732706,2018-06-19,2018-06-27,2018-07-09,主板,13.09,22.99,28.45,28.83956522,27.88043478,4000,4000,0,400,3600,50,500,16000,5.236,5.236,4.800998,4350.02,8.307906799,0,0,4350.02,8.307906799,3019.85,613.21,244.72,433.02,2633,4733,2365290,5913.225,4729,4729,4725,2361290,3090.92861,0.01693989,5903.225,12980762,10320752.8,0.03488118,2866.8758,"网下询价,上网定价",余额包销,中信证券股份有限公司,立信会计师事务所(特殊普通合伙),中威正信(北京)资产评估有限公司,北京市君合律师事务所,2018-06-26,2018-06-27,2018-06-27,13509.86542,,11.5998,1,新疆维吾尔自治区,燃气生产和供应业,电力、煤气及水的生产和供应业-煤气生产和供应业,公用事业--公用事业Ⅱ--燃气Ⅲ--燃气,A股,上海
603105.SH,603105,芯能科技,732105,2018-06-19,2018-06-27,2018-07-09,主板,4.83,22.96,24.31,24.40545455,23.28818182,8800,8800,0,880,7920,60,1240,26000,4.2504,4.2504,3.741171,5092.29,11.98073123,0,0,5092.29,11.98073123,3096.47,1037.74,306.6,513.21,2732,5080,6294110,7152.397727,5076,5076,5068,6279230,3032.86809,0.01401446,7135.4886,13002525,13048895.4,0.06069479,1647.5878,"网下询价,上网定价",余额包销,招商证券股份有限公司,天健会计师事务所(特殊普通合伙),坤元资产评估有限公司,北京海润天睿律师事务所,2018-06-26,2018-06-27,2018-06-27,6302.616478,,19.8786,1,浙江省,电气机械及器材制造业,制造业-机械、设备、仪表-电器机械及器材制造业-输配电及控制设备制造业,信息技术--半导体与半导体生产设备--半导体产品与半导体设备--半导体产品,A股,上海
603693.SH,603693,江苏新能,732693,2018-06-12,2018-06-21,2018-07-03,主板,9,17.87,21.36,21.34695652,20.56347826,11800,11800,0,1180,10620,60,600,35000,10.62,10.62,9.91437,7056.3,6.644350282,0,0,7056.3,6.644350282,5816.98,311.32,202.83,556.6,2797,5179,3106650,2632.754237,5176,5176,5164,3097650,2787.885,0.03809339,2625.1271,12965619,14857480.7,0.07147914,1399.0095,"网下询价,上网定价",余额包销,"华泰联合证券有限责任公司,南京证券股份有限公司",天衡会计师事务所(特殊普通合伙),江苏华信资产评估有限公司,世纪同仁律师事务所,2018-06-20,2018-06-21,2018-06-21,13371.73263,,31.6051,1,江苏省,电力、热力生产和供应业,电力、煤气及水的生产和供应业-电力、蒸汽、热水的生产和供应业-电力生产业,公用事业--公用事业Ⅱ--独立电力生产商与能源贸易商Ⅲ--新能源发电业者,A股,上海
603650.SH,603650,彤程新材,732650,2018-06-06,2018-06-14,2018-06-27,主板,12.32,22.99,24.54,24.56625,22.3075,5880,5880,0,588,5292,60,800,17000,7.24416,7.24416,6.755066,4890.94,6.751562638,0,0,4890.94,6.751562638,3887,221.09,229.62,433.96,2722,4979,3973260,6757.244898,4975,4975,4970,3966280,4886.45696,0.01482497,6745.3741,13430180,11112443.4,0.04762229,2099.857,"网下询价,上网定价",余额包销,国泰君安证券股份有限公司,安永华明会计师事务所(特殊普通合伙),北京中企华资产评估有限责任公司,北京市君合律师事务所,2018-06-13,2018-06-14,2018-06-14,13690.53027,,21.0098,1,上海,化学原料及化学制品制造业,制造业-石油、化学、塑胶、塑料,材料--材料Ⅱ--化工--特种化工,A股,上海
300747.SZ,300747,锐科激光,300747,2018-06-05,2018-06-13,2018-06-25,创业板,38.11,17.96,38.01,38.08,37.71391304,3200,3200,0,320,2880,50,300,12500,12.1952,12.1952,11.191543,10036.57,8.229934728,0,0,10036.57,8.229934728,8679.24,641.51,235.85,438.68,3506,5341,1595230,4985.09375,5337,5337,5328,1591330,6064.55863,0.02010897,4972.9063,12302027,9575734.95,0.03007602,3324.908,"网下询价,上网定价",余额包销,国泰君安证券股份有限公司,瑞华会计师事务所(特殊普通合伙),中发国际资产评估有限公司,广东信达律师事务所,2018-06-12,2018-06-13,2018-06-13,36493.12589,,10.096,1,湖北省,计算机、通信和其他电子设备制造业,制造业-电子-其他电子设备制造业,信息技术--技术硬件与设备--电子设备、仪器和元件--电子设备和仪器,A股,深圳
603587.SH,603587,地素时尚,732587,2018-06-04,2018-06-12,2018-06-22,主板,27.52,22.99,27.69,27.65608696,26.77434783,6100,6100,0,610,5490,60,850,18000,16.7872,16.7872,15.821423,9657.77,5.7530559,0,0,9657.77,5.7530559,7578,644.42,820.75,471.7,2774,5014,4142610,6791.163934,4996,4996,4964,4101730,11287.96096,0.01487177,6724.1475,13571281,11571825,0.04744282,2107.8005,"网下询价,上网定价",余额包销,中国国际金融股份有限公司,立信会计师事务所(特殊普通合伙),银信资产评估有限公司,上海锦天城律师事务所,2018-06-11,2018-06-12,2018-06-12,31845.6624,,16.6119,1,上海,纺织服装、服饰业,制造业-纺织、服装、皮毛,可选消费--耐用消费品与服装--纺织品、服装与奢侈品--服装、服饰与奢侈品,A股,上海
601066.SH,601066,中信建投,780066,2018-05-30,2018-06-07,2018-06-20,主板,5.42,11.21,21.25,21.35772727,21.92045455,40000,40000,0,4000,36000,60,2500,120000,21.68,21.68,20.6869718,9930.281971,4.580388363,0,0,9930.281971,4.580388363,8103,635.849058,336.10785,560,2695,4428,10968570,2742.1425,4402,4402,4393,10886030,5900.22826,0.03674434,2721.5075,13787132,22859131.6,0.1574863,634.9759,"网下询价,上网定价",余额包销,"瑞银证券有限责任公司,中国银河证券股份有限公司,中德证券有限责任公司,海通证券股份有限公司",普华永道中天会计师事务所(特殊普通合伙),"北京天健兴业资产评估有限公司,北京中企华资产评估有限责任公司",北京市金杜律师事务所,2018-06-06,2018-06-07,2018-06-07,12389.64933,,90.647,1,北京,资本市场服务,金融、保险业-证券、期货业-综合类证券公司,金融--多元金融--资本市场--投资银行业与经纪业,A股,上海
603666.SH,603666,亿嘉和,732666,2018-05-29,2018-05-31,2018-06-12,主板,34.46,19.5,44.53,44.36619048,40.51904762,1754.39,1754.39,0,,1754.3,0,,17000,6.045628,6.04562794,5.00656994,10390.58,17.18693261,0,0,10390.58,17.18693261,8635,980,266.04,443.4,,,,,,,,,,,,13646785,11278287.9,0.01555467,6428.9391,上网定价,余额包销,华泰联合证券有限责任公司,中天运会计师事务所(特殊普通合伙),"北京天健兴业资产评估有限公司,江苏中企华中天资产评估有限公司",上海锦天城律师事务所,2018-05-30,,,38864.9801,,5.2569,1,江苏省,专用设备制造业,制造业-机械、设备、仪表,工业--资本货物--机械--工业机械,A股,上海
300750.SZ,300750,宁德时代,300750,2018-05-22,2018-05-30,2018-06-11,创业板,25.14,22.99,24.99,25.43952381,23.66904762,21724.3733,21724.3733,0,2172.4233,19551.95,60,1600,65000,54.61507448,54.61507448,53.52084455,10942.29923,2.003530955,0,0,10942.29923,2.003530955,9103.773585,783.018868,560,424.528302,3481,5342,8172120,3761.753062,5276,5276,5248,8025350,20175.7299,0.02706951,3694.1926,12865447,20859527.25,0.09373151,1066.8771,"网下询价,上网定价",余额包销,"中信建投证券股份有限公司,高盛高华证券有限责任公司,兴业证券股份有限公司",致同会计师事务所(特殊普通合伙),厦门市大学资产评估土地房地产估价有限责任公司,上海市通力律师事务所,2018-05-29,2018-05-30,2018-05-30,52440.85151,,39.196,1,福建省,电气机械及器材制造业,制造业-机械、设备、仪表,工业--资本货物--电气设备--电气部件与设备,A股,深圳
601330.SH,601330,绿色动力,780330,2018-05-21,2018-05-30,2018-06-11,主板,3.29,19.56,32.31,33.02142857,30.84142857,11620,11620,0,1162,10458,60,1500,34000,3.82298,3.82298,3.460188,3627.92,9.489769761,0,0,3627.92,9.489769761,2358.49,521.78,80.19,516.04,2720,4889,7327380,6305.834768,4879,4879,4868,7295880,2400.34452,0.0159268,6278.7263,13937900,15756991.2,0.06637054,1506.6926,"网下询价,上网定价",余额包销,中信证券股份有限公司,毕马威华振会计师事务所(特殊普通合伙),北京天健兴业资产评估有限公司,北京市康达律师事务所,2018-05-29,2018-05-30,2018-05-30,5184.050105,,19.0433,1,广东省,生态保护和环境治理业,电力、煤气及水的生产和供应业-电力、蒸汽、热水的生产和供应业,工业--商业和专业服务--商业服务与用品--环境与设施服务,A股,上海
601138.SH,601138,工业富联,780138,2018-05-14,2018-05-24,2018-06-08,主板,13.77,17.09,41.66,42.4252381,39.1547619,196953.0023,196953.0023,0,96342.9023,100610.1,30.0824,20000,413000,271.204284,271.2042842,267.1643932,40398.91,1.489611793,0,0,40398.91,1.489611793,33977.29,3398.11,1580,448.11,2312,3284,54281110,1456.706447,2794,2794,2767,47960320,66041.36064,0.07769527,1287.0796,14327345,29410930.7,0.34208404,292.3258,"战略配售,网下询价,上网定价",余额包销,中国国际金融股份有限公司,普华永道中天会计师事务所(特殊普通合伙),北京中企华资产评估有限责任公司,北京市金杜律师事务所,2018-05-23,2018-05-24,2018-05-24,40498.85157,,333.3069,1,广东省,计算机、通信和其他电子设备制造业,信息技术业-通信及相关设备制造业,信息技术--技术硬件与设备--电子设备、仪器和元件--电子制造服务,A股,上海
603486.SH,603486,科沃斯,732486,2018-05-08,2018-05-16,2018-05-28,主板,20.02,22.99,27.09,27.43714286,24.06047619,4010,4010,0,401,3609,60,560,12000,8.02802,8.02802,7.510253,5177.67,6.449498133,0,0,5177.67,6.449498133,3887.56,285.47,424.53,448.11,2653,4887,2725890,6797.730673,4869,4869,4843,2701250,5407.9025,0.01484498,6736.2843,13710660,9303403.4,0.03879226,2577.8341,"网下询价,上网定价",余额包销,中国国际金融股份有限公司,信永中和会计师事务所(特殊普通合伙),中和资产评估有限公司,北京市君合律师事务所,2018-05-15,2018-05-16,2018-05-16,18625.41361,,14.0069,1,江苏省,电气机械及器材制造业,制造业-机械、设备、仪表-电器机械及器材制造业,可选消费--耐用消费品与服装--家庭耐用消费品--家用电器,A股,上海
300746.SZ,300746,汉嘉设计,300746,2018-05-08,2018-05-16,2018-05-25,创业板,5.62,21.45,55.68,56.88380952,49.39,5260,5260,0,526,4734,50,1000,21000,2.95612,2.95612,2.378843,5772.77,19.52819913,0,0,5772.773585,19.52819913,3928.59434,960,396.273585,449.056604,3570,5696,5692700,10822.62357,5687,5687,5661,5658200,3179.9084,0.00929624,10757.0342,12744019,13118878.55,0.0360854,2771.2038,"网下询价,上网定价",余额包销,浙商证券股份有限公司,中汇会计师事务所(特殊普通合伙),坤元资产评估有限公司,国浩律师(集团)事务所有限公司,2018-05-15,2018-05-16,2018-05-16,7372.809745,,10.2375,1,浙江省,专业技术服务业,社会服务业-专业、科研服务业-专业设计服务业,工业--商业和专业服务--专业服务--调查和咨询服务,A股,深圳
300745.SZ,300745,欣锐科技,300745,2018-05-03,2018-05-14,2018-05-23,创业板,11.65,17.29,17.3,17.39944444,16.73888889,2863,2863,0,286.3,2576.7,50.08,320,11000,3.335395,3.335395,3.06295,2724.45,8.168297908,0,0,2724.45,8.168297908,1648.78,547.17,69.81,433.96,3581,5667,1813200,6333.216905,5086,5086,5068,1621700,1889.2805,0.01765431,5664.3381,12629234,9041851.15,0.02849748,3509.0818,"网下询价,上网定价",余额包销,世纪证券有限责任公司,天职国际会计师事务所(特殊普通合伙),北京国友大正资产评估有限公司,广东信达律师事务所,2018-05-11,2018-05-14,2018-05-14,10533.75659,,5.5944,1,广东省,汽车制造业,制造业-机械、设备、仪表-交通运输设备制造业-汽车制造业,可选消费--汽车与汽车零部件--汽车零配件--机动车零配件与设备,A股,深圳
601990.SH,601990,南京证券,780990,2018-05-02,2018-06-01,2018-06-13,主板,3.79,25.61,21.04,20.99222222,21.57055556,27502,27502,0,2750.2,24751.8,60,2000,82000,10.423258,10.423258,9.371958,10513,10.08609784,0,0,10513,10.08609784,9000,471.7,373.58,495.28,2724,5078,10138740,3686.546433,4929,4929,4898,9781140,3707.05206,0.02811738,3556.5195,13492459,20454491.1,0.12100912,826.384,"网下询价,上网定价",余额包销,"东吴证券股份有限公司,华英证券有限责任公司",立信会计师事务所(特殊普通合伙),"江苏金证通资产评估房地产估价有限公司,中联资产评估集团有限公司",国浩律师(集团)事务所有限公司,2018-05-31,2018-06-01,2018-06-01,7752.252127,,62.1282,1,江苏省,资本市场服务,金融、保险业-证券、期货业-证券经纪公司,金融--多元金融--资本市场--投资银行业与经纪业,A股,上海
603045.SH,603045,福达合金,732045,2018-04-25,2018-05-07,2018-05-17,主板,9.65,20.03,28.72,29.22727273,24.68136364,2458,2458,0,245.8,2212.2,50.0081,600,9000,2.37197,2.37197,2.088879434,2830.90566,11.93482911,0,0,2830.90566,11.93482911,1415.09434,598,350,448.113208,2593,5108,3064160,12466.06998,5101,5101,5077,3045810,2939.20665,0.0080701,12391.4158,14128777,8021091.1,0.02757979,3625.8435,"网下询价,上网定价",余额包销,华林证券股份有限公司,中天运会计师事务所(特殊普通合伙),乐清永安资产评估有限公司,浙江天册律师事务所,2018-05-04,2018-05-07,2018-05-07,7740.352912,,7.9498,1,浙江省,电气机械及器材制造业,制造业-机械、设备、仪表,材料--材料Ⅱ--金属、非金属与采矿--金属非金属,A股,上海
300454.SZ,300454,深信服,300454,2018-04-25,2018-05-07,2018-05-16,创业板,30.07,22.99,51.89,52.02055556,56.85277778,4001,4001,0,400.1,3600.9,60,300,12000,12.031007,12.031007,11.5521061,4789.008972,3.980555387,0,0,4789.008972,3.980555387,3745.502179,349,246,415.09434,3369,5398,1616460,4040.139965,5393,5393,5375,1609560,4839.94692,0.02485773,4022.8943,12863339,9727318.25,0.03701842,2701.3575,"网下询价,上网定价",余额包销,中信建投证券股份有限公司,瑞华会计师事务所(特殊普通合伙),中联国际评估咨询有限公司,北京市金杜律师事务所,2018-05-04,2018-05-07,2018-05-07,29250.04598,,10.8698,1,广东省,软件和信息技术服务业,信息技术业-计算机应用服务业,信息技术--软件与服务--软件--应用软件,A股,深圳
